Mean_Accuracy,CI_Accuracy_Low,CI_Accuracy_High,Mean_Balanced_Accuracy,CI_Bal_Acc_Low,CI_Bal_Acc_High,Mean_MCC,CI_MCC_Low,CI_MCC_High,Mean_AUC,CI_AUC_Low,CI_AUC_High
0.8,0.7050000000000002,0.8950000000000001,0.8114774114774115,0.7323972323972325,0.8905575905575905,0.6089279085943055,0.443986994942567,0.7738688222460439,0.8815897773505852,0.8335131357134272,0.9247317851694318
