Mean_Accuracy,CI_Accuracy_Low,CI_Accuracy_High,Mean_Balanced_Accuracy,CI_Bal_Acc_Low,CI_Bal_Acc_High,Mean_MCC,CI_MCC_Low,CI_MCC_High,Mean_AUC,CI_AUC_Low,CI_AUC_High
0.9932203389830508,0.9898305084745761,0.9966101694915254,0.9932201225740551,0.9898110316649642,0.996629213483146,0.9865653739754341,0.9798476391383721,0.9932589852672676,0.9988607692961324,0.9966216527439274,0.9999641677970874
