Val_Accuracy,Test_Accuracy,Balanced_Accuracy,MCC
1.0,0.9887005649717514,0.9886363636363636,0.97764728087087
1.0,0.9943502824858758,0.9943820224719101,0.9887640449438202
1.0,0.9887005649717514,0.9887640449438202,0.9776529258615723
1.0,0.9943502824858758,0.9943181818181819,0.9887626182009083
1.0,1.0,1.0,1.0
